bg_id,census_geo_id,statefp,countyfp,tractce,blkgrpce,latitude,longitude,population,num_hhs,hh_no_car,hh_car,flood,anthrax,global,bg,pod,GEOID_num
761,1500000US420034883001,42,3,488300,1,40.37137,-79.893078,2092,927,17,910,0,0,1,761,5,420034883001
762,1500000US420034884001,42,3,488400,1,40.368603,-79.866275,1231,511,49,462,0,0,1,762,20,420034884001
763,1500000US420034884002,42,3,488400,2,40.363974,-79.861204,740,330,16,314,0,0,1,763,20,420034884002
764,1500000US420034884003,42,3,488400,3,40.360811,-79.857939,586,316,0,316,0,0,1,764,20,420034884003
765,1500000US420034884004,42,3,488400,4,40.361159,-79.872007,1957,887,0,887,0,0,1,765,20,420034884004
766,1500000US420034885001,42,3,488500,1,40.366632,-79.924787,717,360,11,349,0,0,1,766,42,420034885001
767,1500000US420034885002,42,3,488500,2,40.358021,-79.913906,1491,647,68,579,0,0,1,767,42,420034885002
768,1500000US420034885003,42,3,488500,3,40.346366,-79.958243,625,263,17,246,0,0,1,768,42,420034885003
769,1500000US420034886001,42,3,488600,1,40.350205,-79.913832,728,327,45,282,0,0,1,769,5,420034886001
770,1500000US420034886002,42,3,488600,2,40.34345,-79.908029,564,391,71,320,0,0,1,770,42,420034886002
771,1500000US420034886003,42,3,488600,3,40.335566,-79.932214,1060,478,14,464,0,0,1,771,42,420034886003
772,1500000US420034886004,42,3,488600,4,40.342196,-79.925544,2501,995,17,978,0,0,1,772,42,420034886004
773,1500000US420034890011,42,3,489001,1,40.341664,-79.961074,703,318,0,318,0,0,1,773,5,420034890011
774,1500000US420034890012,42,3,489001,2,40.332841,-79.949697,1362,677,142,535,0,0,1,774,5,420034890012
775,1500000US420034890013,42,3,489001,3,40.327545,-79.953253,2412,1105,34,1071,0,0,1,775,42,420034890013
776,1500000US420034890021,42,3,489002,1,40.338722,-79.967601,814,331,19,312,0,0,1,776,5,420034890021
777,1500000US420034890022,42,3,489002,2,40.333277,-79.966547,1199,509,20,489,0,0,1,777,42,420034890022
778,1500000US420034890023,42,3,489002,3,40.324981,-79.961786,1232,492,0,492,0,0,1,778,5,420034890023
779,1500000US420034890024,42,3,489002,4,40.327074,-79.970469,462,213,0,213,0,0,1,779,42,420034890024
780,1500000US420034900021,42,3,490002,1,40.293111,-80.024451,1097,586,54,532,0,0,1,780,43,420034900021
781,1500000US420034900022,42,3,490002,2,40.295313,-80.018467,691,365,7,358,0,0,1,781,43,420034900022
782,1500000US420034900023,42,3,490002,3,40.302376,-80.008473,1816,763,32,731,0,0,1,782,43,420034900023
783,1500000US420034900024,42,3,490002,4,40.284171,-80.007783,451,148,17,131,0,0,1,783,43,420034900024
784,1500000US420034900025,42,3,490002,5,40.286667,-80.024794,613,293,0,293,0,0,1,784,43,420034900025
785,1500000US420034900031,42,3,490003,1,40.307307,-79.986742,877,364,0,364,0,0,1,785,42,420034900031
786,1500000US420034900032,42,3,490003,2,40.331106,-79.993694,1201,446,38,408,0,0,1,786,43,420034900032
787,1500000US420034900033,42,3,490003,3,40.319667,-79.988609,1829,707,21,686,0,0,1,787,42,420034900033
788,1500000US420034900041,42,3,490004,1,40.290775,-79.987476,2070,923,79,844,0,0,1,788,42,420034900041
789,1500000US420034900042,42,3,490004,2,40.288296,-79.976032,1912,627,0,627,0,0,1,789,42,420034900042
790,1500000US420034900043,42,3,490004,3,40.281043,-79.991332,806,327,10,317,0,0,1,790,42,420034900043
791,1500000US420034911011,42,3,491101,1,40.312817,-79.959135,3151,1348,18,1330,0,0,1,791,5,420034911011
792,1500000US420034911012,42,3,491101,2,40.291841,-79.950348,3637,1185,32,1153,0,0,1,792,42,420034911012
793,1500000US420034912001,42,3,491200,1,40.31267,-79.919426,1971,918,69,849,0,0,1,793,5,420034912001
794,1500000US420034927001,42,3,492700,1,40.306827,-79.891953,551,221,34,187,0,0,1,794,14,420034927001
795,1500000US420034927002,42,3,492700,2,40.302833,-79.88682,727,254,11,243,0,0,1,795,14,420034927002
796,1500000US420034927003,42,3,492700,3,40.310206,-79.896002,871,396,78,318,0,0,1,796,14,420034927003
797,1500000US420034928001,42,3,492800,1,40.294041,-79.886544,1129,539,124,415,0,0,1,797,14,420034928001
798,1500000US420034928002,42,3,492800,2,40.289429,-79.881278,1193,586,183,403,0,0,1,798,14,420034928002
799,1500000US420034929001,42,3,492900,1,40.288348,-79.891295,1572,700,99,601,0,0,1,799,14,420034929001
800,1500000US420034929002,42,3,492900,2,40.288809,-79.896396,597,270,63,207,0,0,1,800,14,420034929002
801,1500000US420034940001,42,3,494000,1,40.270031,-79.887716,1477,648,95,553,0,0,1,801,14,420034940001
802,1500000US420034950001,42,3,495000,1,40.239231,-79.907714,1979,849,40,809,0,0,1,802,14,420034950001
803,1500000US420034950002,42,3,495000,2,40.215536,-79.87573,1342,617,20,597,0,0,1,803,14,420034950002
804,1500000US420034961011,42,3,496101,1,40.275411,-79.832489,1450,574,9,565,0,0,1,804,14,420034961011
805,1500000US420034961012,42,3,496101,2,40.269814,-79.80842,1671,684,28,656,0,0,1,805,14,420034961012
806,1500000US420034961021,42,3,496102,1,40.265342,-79.867529,1612,730,16,714,0,0,1,806,14,420034961021
807,1500000US420034961022,42,3,496102,2,40.266895,-79.847912,1424,666,19,647,0,0,1,807,14,420034961022
808,1500000US420034961023,42,3,496102,3,40.236151,-79.825884,1262,485,15,470,0,0,1,808,14,420034961023
809,1500000US420034962001,42,3,496200,1,40.301424,-79.821767,1220,454,58,396,0,0,1,809,14,420034962001
810,1500000US420034962002,42,3,496200,2,40.291885,-79.820322,956,436,14,422,0,0,1,810,14,420034962002
811,1500000US420034962003,42,3,496200,3,40.297022,-79.805738,1929,674,51,623,0,0,1,811,20,420034962003
812,1500000US420034962004,42,3,496200,4,40.312556,-79.822284,527,276,19,257,0,0,1,812,14,420034962004
813,1500000US420034962005,42,3,496200,5,40.314622,-79.804111,1083,586,44,542,0,0,1,813,14,420034962005
814,1500000US420034970001,42,3,497000,1,40.298187,-79.854561,1057,470,13,457,0,0,1,814,14,420034970001
815,1500000US420034980001,42,3,498000,1,40.323189,-79.851622,1150,508,10,498,0,0,1,815,14,420034980001
816,1500000US420034980002,42,3,498000,2,40.325464,-79.859606,1338,635,45,590,0,0,1,816,14,420034980002
817,1500000US420034993001,42,3,499300,1,40.335289,-79.8899,563,242,31,211,0,0,1,817,20,420034993001
818,1500000US420034993002,42,3,499300,2,40.329816,-79.885216,1215,542,10,532,0,0,1,818,20,420034993002
819,1500000US420034994001,42,3,499400,1,40.319374,-79.88585,851,446,34,412,0,0,1,819,14,420034994001
820,1500000US420034994002,42,3,499400,2,40.322729,-79.889615,731,394,77,317,0,0,1,820,14,420034994002
821,1500000US420034994003,42,3,499400,3,40.326976,-79.891132,1031,473,91,382,0,0,1,821,42,420034994003
822,1500000US420035003001,42,3,500300,1,40.341617,-79.872247,1307,567,18,549,0,0,1,822,20,420035003001
823,1500000US420035003002,42,3,500300,2,40.337538,-79.879853,468,307,43,264,0,0,1,823,20,420035003002
824,1500000US420035003003,42,3,500300,3,40.332558,-79.867237,770,315,58,257,0,0,1,824,20,420035003003
825,1500000US420035003004,42,3,500300,4,40.338262,-79.873034,1179,604,137,467,0,0,1,825,20,420035003004
826,1500000US420035010001,42,3,501000,1,40.318333,-79.830854,1631,802,129,673,0,0,1,826,14,420035010001
827,1500000US420035030021,42,3,503002,1,40.355162,-79.821267,838,414,17,397,0,0,1,827,20,420035030021
828,1500000US420035030022,42,3,503002,2,40.349385,-79.824779,1100,465,0,465,0,0,1,828,20,420035030022
829,1500000US420035030023,42,3,503002,3,40.336316,-79.815229,1179,583,11,572,0,0,1,829,20,420035030023
830,1500000US420035030024,42,3,503002,4,40.346265,-79.81457,975,432,31,401,0,0,1,830,20,420035030024
831,1500000US420035030025,42,3,503002,5,40.350564,-79.810141,1811,852,92,760,0,0,1,831,20,420035030025
832,1500000US420035041001,42,3,504100,1,40.390354,-79.817543,759,417,114,303,0,0,1,832,16,420035041001
833,1500000US420035041002,42,3,504100,2,40.394743,-79.824546,420,194,13,181,0,0,1,833,16,420035041002
834,1500000US420035041003,42,3,504100,3,40.37584,-79.817369,1159,522,136,386,0,0,1,834,16,420035041003
835,1500000US420035041004,42,3,504100,4,40.380187,-79.834295,1331,605,150,455,0,0,1,835,20,420035041004
836,1500000US420035041005,42,3,504100,5,40.372406,-79.825522,1242,573,52,521,0,0,1,836,20,420035041005
837,1500000US420035070001,42,3,507000,1,40.386919,-79.804691,903,384,44,340,0,0,1,837,16,420035070001
838,1500000US420035070002,42,3,507000,2,40.381831,-79.810562,1203,603,82,521,0,0,1,838,16,420035070002
839,1500000US420035080001,42,3,508000,1,40.397033,-79.808485,930,391,79,312,0,0,1,839,16,420035080001
840,1500000US420035080002,42,3,508000,2,40.391628,-79.809243,1019,525,218,307,0,0,1,840,16,420035080002
841,1500000US420035094001,42,3,509400,1,40.412569,-79.819516,1540,627,115,512,0,0,1,841,16,420035094001
842,1500000US420035094002,42,3,509400,2,40.412489,-79.814337,1415,702,58,644,0,0,1,842,16,420035094002
843,1500000US420035094003,42,3,509400,3,40.407458,-79.817275,518,294,120,174,0,0,1,843,16,420035094003
844,1500000US420035094004,42,3,509400,4,40.405394,-79.820882,862,379,63,316,0,0,1,844,16,420035094004
845,1500000US420035094005,42,3,509400,5,40.408415,-79.828598,909,443,101,342,0,0,1,845,16,420035094005
846,1500000US420035100001,42,3,510000,1,40.397304,-79.839174,908,419,156,263,0,0,1,846,20,420035100001
847,1500000US420035100002,42,3,510000,2,40.397293,-79.841178,847,396,118,278,0,0,1,847,20,420035100002
848,1500000US420035120001,42,3,512000,1,40.40172,-79.843064,997,325,29,296,0,0,1,848,20,420035120001
849,1500000US420035120002,42,3,512000,2,40.406405,-79.845829,1415,737,86,651,0,0,1,849,20,420035120002
850,1500000US420035128001,42,3,512800,1,40.403335,-79.859764,1317,609,271,338,0,0,1,850,20,420035128001
851,1500000US420035129001,42,3,512900,1,40.409454,-79.863349,602,276,127,149,0,0,1,851,30,420035129001
852,1500000US420035129002,42,3,512900,2,40.410207,-79.866822,427,208,64,144,0,0,1,852,30,420035129002
853,1500000US420035138001,42,3,513800,1,40.408115,-79.8695,778,275,55,220,0,0,1,853,30,420035138001
854,1500000US420035138002,42,3,513800,2,40.403087,-79.866653,859,387,164,223,0,0,1,854,30,420035138002
855,1500000US420035138003,42,3,513800,3,40.401955,-79.870478,92,60,6,54,0,0,1,855,30,420035138003
856,1500000US420035140001,42,3,514000,1,40.410288,-79.874482,681,288,64,224,0,0,1,856,30,420035140001
857,1500000US420035140002,42,3,514000,2,40.413353,-79.881297,1419,611,242,369,0,0,1,857,20,420035140002
858,1500000US420035151001,42,3,515100,1,40.418529,-79.874816,758,370,12,358,0,0,1,858,30,420035151001
859,1500000US420035151002,42,3,515100,2,40.417885,-79.881701,1366,671,272,399,0,0,1,859,30,420035151002
860,1500000US420035151003,42,3,515100,3,40.421194,-79.881823,761,345,103,242,0,0,1,860,30,420035151003
861,1500000US420035152001,42,3,515200,1,40.425041,-79.876997,961,543,18,525,0,0,1,861,30,420035152001
862,1500000US420035152002,42,3,515200,2,40.424517,-79.882611,1209,585,148,437,0,0,1,862,30,420035152002
863,1500000US420035153001,42,3,515300,1,40.419849,-79.888945,681,328,95,233,0,0,1,863,30,420035153001
864,1500000US420035153002,42,3,515300,2,40.420165,-79.89242,875,523,129,394,0,0,1,864,30,420035153002
865,1500000US420035154011,42,3,515401,1,40.424266,-79.891812,739,407,121,286,0,0,1,865,30,420035154011
866,1500000US420035154012,42,3,515401,2,40.422333,-79.897003,802,374,34,340,0,0,1,866,30,420035154012
867,1500000US420035154013,42,3,515401,3,40.430354,-79.894771,656,308,11,297,0,0,1,867,30,420035154013
868,1500000US420035161001,42,3,516100,1,40.43264,-79.889134,1423,713,28,685,0,0,1,868,30,420035161001
869,1500000US420035162001,42,3,516200,1,40.433657,-79.879418,787,391,15,376,0,0,1,869,30,420035162001
870,1500000US420035162002,42,3,516200,2,40.429628,-79.882267,860,462,58,404,0,0,1,870,30,420035162002
871,1500000US420035170001,42,3,517000,1,40.422619,-79.870896,765,314,24,290,0,0,1,871,30,420035170001
872,1500000US420035170002,42,3,517000,2,40.414089,-79.857422,945,628,291,337,0,0,1,872,20,420035170002
873,1500000US420035180011,42,3,518001,1,40.426431,-79.865183,1022,479,0,479,0,0,1,873,30,420035180011
874,1500000US420035180012,42,3,518001,2,40.431468,-79.859562,1160,605,35,570,0,0,1,874,30,420035180012
875,1500000US420035180013,42,3,518001,3,40.42708,-79.853915,892,513,56,457,0,0,1,875,30,420035180013
876,1500000US420035190001,42,3,519000,1,40.437101,-79.836797,906,369,8,361,0,0,1,876,16,420035190001
877,1500000US420035190002,42,3,519000,2,40.435107,-79.848204,1490,605,5,600,0,0,1,877,16,420035190002
878,1500000US420035190003,42,3,519000,3,40.44911,-79.850494,567,286,0,286,0,0,1,878,16,420035190003
879,1500000US420035200011,42,3,520001,1,40.426413,-79.818375,1484,769,63,706,0,0,1,879,16,420035200011
880,1500000US420035200012,42,3,520001,2,40.435561,-79.813091,1743,789,18,771,0,0,1,880,16,420035200012
881,1500000US420035200021,42,3,520002,1,40.419337,-79.829223,1153,486,18,468,0,0,1,881,16,420035200021
882,1500000US420035200022,42,3,520002,2,40.41696,-79.836695,856,579,25,554,0,0,1,882,30,420035200022
883,1500000US420035200023,42,3,520002,3,40.425905,-79.839976,1011,462,6,456,0,0,1,883,16,420035200023
884,1500000US420035211001,42,3,521100,1,40.456445,-79.765577,1131,389,0,389,0,0,1,884,16,420035211001
885,1500000US420035211002,42,3,521100,2,40.448146,-79.777097,1154,461,9,452,0,0,1,885,16,420035211002
886,1500000US420035211003,42,3,521100,3,40.45073,-79.783313,2152,897,0,897,0,0,1,886,16,420035211003
887,1500000US420035212001,42,3,521200,1,40.440211,-79.783547,1971,993,126,867,0,0,1,887,16,420035212001
888,1500000US420035212002,42,3,521200,2,40.426592,-79.792338,711,310,16,294,0,0,1,888,16,420035212002
889,1500000US420035212003,42,3,521200,3,40.414018,-79.806644,1505,617,28,589,0,0,1,889,16,420035212003
890,1500000US420035213011,42,3,521301,1,40.437639,-79.764808,625,511,100,411,0,0,1,890,16,420035213011
891,1500000US420035213012,42,3,521301,2,40.426385,-79.758119,1457,733,234,499,0,0,1,891,16,420035213012
892,1500000US420035213013,42,3,521301,3,40.413345,-79.766252,906,369,89,280,0,0,1,892,16,420035213013
893,1500000US420035213014,42,3,521301,4,40.412866,-79.756298,1035,450,0,450,0,0,1,893,16,420035213014
894,1500000US420035213021,42,3,521302,1,40.430932,-79.76944,1260,680,35,645,0,0,1,894,16,420035213021
895,1500000US420035213022,42,3,521302,2,40.434393,-79.777759,1272,733,98,635,0,0,1,895,16,420035213022
896,1500000US420035213023,42,3,521302,3,40.420474,-79.787273,1510,538,17,521,0,0,1,896,16,420035213023
897,1500000US420035213024,42,3,521302,4,40.402138,-79.799062,532,223,16,207,0,0,1,897,16,420035213024
898,1500000US420035214011,42,3,521401,1,40.427579,-79.736686,1916,870,20,850,0,0,1,898,16,420035214011
899,1500000US420035214012,42,3,521401,2,40.421345,-79.718009,917,400,0,400,0,0,1,899,16,420035214012
900,1500000US420035214021,42,3,521402,1,40.400406,-79.755634,1398,553,36,517,0,0,1,900,16,420035214021
901,1500000US420035214022,42,3,521402,2,40.404534,-79.746003,1248,449,10,439,0,0,1,901,16,420035214022
902,1500000US420035214023,42,3,521402,3,40.412767,-79.741606,1121,502,18,484,0,0,1,902,16,420035214023
903,1500000US420035215001,42,3,521500,1,40.438852,-79.718146,1300,575,8,567,0,0,1,903,16,420035215001
904,1500000US420035215002,42,3,521500,2,40.445281,-79.743208,2188,1000,120,880,0,0,1,904,16,420035215002
905,1500000US420035215003,42,3,521500,3,40.449009,-79.758093,632,280,25,255,0,0,1,905,16,420035215003
906,1500000US420035220001,42,3,522000,1,40.40442,-79.773539,788,322,40,282,0,0,1,906,16,420035220001
907,1500000US420035220002,42,3,522000,2,40.403202,-79.779136,1710,773,185,588,0,0,1,907,16,420035220002
908,1500000US420035220003,42,3,522000,3,40.408701,-79.776489,732,433,48,385,0,0,1,908,16,420035220003
909,1500000US420035231001,42,3,523100,1,40.473606,-79.871801,1357,626,38,588,0,0,1,909,34,420035231001
910,1500000US420035231002,42,3,523100,2,40.470784,-79.865516,1027,454,56,398,0,0,1,910,30,420035231002
911,1500000US420035231003,42,3,523100,3,40.463256,-79.870956,1039,339,10,329,0,0,1,911,30,420035231003
912,1500000US420035231004,42,3,523100,4,40.465021,-79.883093,384,100,27,73,0,0,1,912,34,420035231004
913,1500000US420035232001,42,3,523200,1,40.466063,-79.857186,1577,576,47,529,0,0,1,913,30,420035232001
914,1500000US420035232002,42,3,523200,2,40.460649,-79.851221,1056,441,23,418,0,0,1,914,30,420035232002
915,1500000US420035232003,42,3,523200,3,40.454711,-79.850009,1130,438,50,388,0,0,1,915,34,420035232003
916,1500000US420035232004,42,3,523200,4,40.460226,-79.860107,524,275,96,179,0,0,1,916,30,420035232004
917,1500000US420035233001,42,3,523300,1,40.478323,-79.828374,834,337,36,301,0,0,1,917,34,420035233001
918,1500000US420035233002,42,3,523300,2,40.473464,-79.831538,1324,634,119,515,0,0,1,918,34,420035233002
919,1500000US420035233003,42,3,523300,3,40.468636,-79.833856,478,235,9,226,0,0,1,919,16,420035233003
920,1500000US420035233004,42,3,523300,4,40.468364,-79.84128,1435,505,36,469,0,0,1,920,32,420035233004
921,1500000US420035234001,42,3,523400,1,40.450259,-79.833224,1568,719,67,652,0,0,1,921,16,420035234001
922,1500000US420035234002,42,3,523400,2,40.456856,-79.841524,654,286,19,267,0,0,1,922,30,420035234002
923,1500000US420035234003,42,3,523400,3,40.455102,-79.839543,670,323,0,323,0,0,1,923,16,420035234003
924,1500000US420035234004,42,3,523400,4,40.453376,-79.830083,636,362,0,362,0,0,1,924,16,420035234004
925,1500000US420035234005,42,3,523400,5,40.463113,-79.836154,508,360,120,240,0,0,1,925,16,420035234005
926,1500000US420035234006,42,3,523400,6,40.461505,-79.829516,732,355,49,306,0,0,1,926,16,420035234006
927,1500000US420035235011,42,3,523501,1,40.469463,-79.803703,1788,678,6,672,0,0,1,927,16,420035235011
928,1500000US420035235012,42,3,523501,2,40.47656,-79.815507,1323,616,18,598,0,0,1,928,34,420035235012
929,1500000US420035235013,42,3,523501,3,40.464662,-79.81337,1319,539,23,516,0,0,1,929,16,420035235013
930,1500000US420035235021,42,3,523502,1,40.470001,-79.789925,1459,624,93,531,0,0,1,930,16,420035235021
931,1500000US420035236001,42,3,523600,1,40.448683,-79.814277,2059,875,107,768,0,0,1,931,16,420035236001
932,1500000US420035236002,42,3,523600,2,40.461224,-79.82016,532,312,61,251,0,0,1,932,16,420035236002
933,1500000US420035236003,42,3,523600,3,40.454843,-79.807383,2151,845,73,772,0,0,1,933,16,420035236003
934,1500000US420035237011,42,3,523701,1,40.510136,-79.811156,714,313,24,289,0,0,1,934,34,420035237011
935,1500000US420035237012,42,3,523701,2,40.502461,-79.821281,1806,784,44,740,0,0,1,935,32,420035237012
936,1500000US420035237013,42,3,523701,3,40.496644,-79.814,977,452,0,452,0,0,1,936,34,420035237013
937,1500000US420035237014,42,3,523701,4,40.504514,-79.83142,802,313,24,289,0,0,1,937,34,420035237014
938,1500000US420035237021,42,3,523702,1,40.494574,-79.803381,1887,947,180,767,1,0,1,938,34,420035237021
939,1500000US420035237022,42,3,523702,2,40.484166,-79.786432,1780,756,24,732,1,0,1,939,16,420035237022
940,1500000US420035237023,42,3,523702,3,40.483668,-79.800108,1184,555,62,493,0,0,1,940,16,420035237023
941,1500000US420035237024,42,3,523702,4,40.493444,-79.793857,562,254,0,254,0,0,1,941,16,420035237024
942,1500000US420035238001,42,3,523800,1,40.491926,-79.831177,1073,610,43,567,0,0,1,942,32,420035238001
943,1500000US420035238002,42,3,523800,2,40.484704,-79.828935,714,343,0,343,0,0,1,943,34,420035238002
944,1500000US420035238003,42,3,523800,3,40.481487,-79.838337,851,383,99,284,0,0,1,944,34,420035238003
945,1500000US420035238004,42,3,523800,4,40.490956,-79.842776,1605,821,91,730,1,0,1,945,34,420035238004
946,1500000US420035240001,42,3,524000,1,40.505796,-79.839326,760,291,25,266,0,0,1,946,32,420035240001
947,1500000US420035240002,42,3,524000,2,40.503099,-79.84168,1110,560,184,376,0,0,1,947,32,420035240002
948,1500000US420035240003,42,3,524000,3,40.508109,-79.838164,866,388,22,366,1,0,1,948,32,420035240003
949,1500000US420035251001,42,3,525100,1,40.517492,-79.830839,1849,942,32,910,1,0,1,949,34,420035251001
950,1500000US420035252001,42,3,525200,1,40.518938,-79.842552,1379,755,107,648,1,0,1,950,32,420035252001
951,1500000US420035252002,42,3,525200,2,40.514734,-79.84249,991,545,52,493,1,0,1,951,32,420035252002
952,1500000US420035253001,42,3,525300,1,40.526599,-79.836009,731,276,20,256,1,0,1,952,32,420035253001
953,1500000US420035253002,42,3,525300,2,40.522945,-79.834532,1500,674,40,634,1,0,1,953,32,420035253002
954,1500000US420035261011,42,3,526101,1,40.542887,-79.749283,610,258,14,244,0,0,1,954,32,420035261011
955,1500000US420035261012,42,3,526101,2,40.515383,-79.755855,2515,1035,14,1021,1,0,1,955,32,420035261012
956,1500000US420035261013,42,3,526101,3,40.521244,-79.779542,2734,1056,34,1022,0,0,1,956,32,420035261013
957,1500000US420035261014,42,3,526101,4,40.523818,-79.799935,1426,723,65,658,0,0,1,957,34,420035261014
958,1500000US420035261021,42,3,526102,1,40.498337,-79.725222,2038,862,44,818,1,0,1,958,32,420035261021
959,1500000US420035262011,42,3,526201,1,40.493953,-79.770856,1340,549,30,519,1,0,1,959,16,420035262011
960,1500000US420035262012,42,3,526201,2,40.48508,-79.752513,2642,1027,42,985,1,0,1,960,16,420035262012
961,1500000US420035262021,42,3,526202,1,40.479796,-79.772241,1461,532,15,517,1,0,1,961,16,420035262021
962,1500000US420035262022,42,3,526202,2,40.465767,-79.754634,2088,913,20,893,0,0,1,962,16,420035262022
963,1500000US420035262023,42,3,526202,3,40.483522,-79.778996,1066,425,30,395,1,0,1,963,16,420035262023
964,1500000US420035263011,42,3,526301,1,40.483629,-79.707639,1555,725,21,704,0,0,1,964,16,420035263011
965,1500000US420035263012,42,3,526301,2,40.474658,-79.720083,2640,1001,0,1001,0,0,1,965,16,420035263012
966,1500000US420035263021,42,3,526302,1,40.46848,-79.70948,1822,742,17,725,0,0,1,966,16,420035263021
967,1500000US420035263022,42,3,526302,2,40.468246,-79.717195,867,398,0,398,0,0,1,967,16,420035263022
968,1500000US420035263023,42,3,526302,3,40.450371,-79.705929,1474,623,34,589,0,0,1,968,16,420035263023
969,1500000US420035263024,42,3,526302,4,40.459935,-79.712471,1026,518,0,518,0,0,1,969,16,420035263024
970,1500000US420035509001,42,3,550900,1,40.348783,-79.84951,549,266,117,149,0,0,1,970,20,420035509001
971,1500000US420035509002,42,3,550900,2,40.347935,-79.855939,1119,431,207,224,0,0,1,971,20,420035509002
972,1500000US420035512001,42,3,551200,1,40.3505,-79.840563,1076,532,333,199,0,0,1,972,20,420035512001
973,1500000US420035512002,42,3,551200,2,40.353311,-79.830193,1116,562,65,497,0,0,1,973,20,420035512002
974,1500000US420035512003,42,3,551200,3,40.347463,-79.838198,1013,563,125,438,0,0,1,974,20,420035512003
975,1500000US420035513001,42,3,551300,1,40.34172,-79.832212,1104,527,97,430,0,0,1,975,20,420035513001
976,1500000US420035513002,42,3,551300,2,40.329132,-79.828456,1545,720,29,691,0,0,1,976,20,420035513002
977,1500000US420035519001,42,3,551900,1,40.357241,-79.835855,489,242,60,182,0,0,1,977,20,420035519001
978,1500000US420035519002,42,3,551900,2,40.350755,-79.859749,1049,670,530,140,0,0,1,978,20,420035519002
979,1500000US420035520001,42,3,552000,1,40.343861,-79.843623,506,220,24,196,0,0,1,979,20,420035520001
980,1500000US420035520002,42,3,552000,2,40.340347,-79.843224,653,252,35,217,0,0,1,980,20,420035520002
981,1500000US420035520003,42,3,552000,3,40.343601,-79.839081,355,227,100,127,0,0,1,981,20,420035520003
982,1500000US420035520004,42,3,552000,4,40.340002,-79.838529,1025,434,52,382,0,0,1,982,20,420035520004
983,1500000US420035521001,42,3,552100,1,40.346653,-79.863292,983,305,153,152,0,0,1,983,20,420035521001
984,1500000US420035521002,42,3,552100,2,40.343991,-79.865913,678,253,234,19,0,0,1,984,20,420035521002
985,1500000US420035522001,42,3,552200,1,40.348574,-79.876992,970,523,98,425,0,0,1,985,20,420035522001
986,1500000US420035523001,42,3,552300,1,40.343196,-79.852838,400,136,27,109,0,0,1,986,20,420035523001
987,1500000US420035523002,42,3,552300,2,40.340199,-79.85389,414,184,12,172,0,0,1,987,20,420035523002
988,1500000US420035523003,42,3,552300,3,40.342012,-79.84788,1205,521,154,367,0,0,1,988,20,420035523003
989,1500000US420035524001,42,3,552400,1,40.336796,-79.835373,739,313,67,246,0,0,1,989,20,420035524001
990,1500000US420035524002,42,3,552400,2,40.333131,-79.836937,1227,456,57,399,0,0,1,990,20,420035524002
991,1500000US420035524003,42,3,552400,3,40.334115,-79.845347,1150,592,146,446,0,0,1,991,20,420035524003
992,1500000US420035604001,42,3,560400,1,40.443945,-79.890633,682,404,155,249,0,0,1,992,30,420035604001
993,1500000US420035604002,42,3,560400,2,40.441754,-79.890634,971,519,207,312,0,0,1,993,30,420035604002
994,1500000US420035605001,42,3,560500,1,40.43933,-79.891995,929,525,41,484,0,0,1,994,30,420035605001
995,1500000US420035605002,42,3,560500,2,40.436744,-79.890821,1493,790,16,774,0,0,1,995,30,420035605002
996,1500000US420035606001,42,3,560600,1,40.44156,-79.883165,281,215,164,51,0,0,1,996,30,420035606001
997,1500000US420035606002,42,3,560600,2,40.438465,-79.883469,582,342,176,166,0,0,1,997,30,420035606002
998,1500000US420035610001,42,3,561000,1,40.439074,-79.877438,622,297,163,134,0,0,1,998,30,420035610001
999,1500000US420035610002,42,3,561000,2,40.436177,-79.878189,562,307,74,233,0,0,1,999,30,420035610002
1000,1500000US420035611001,42,3,561100,1,40.446317,-79.876302,993,378,171,207,0,0,1,1000,30,420035611001
1001,1500000US420035612001,42,3,561200,1,40.447403,-79.881271,789,342,88,254,0,0,1,1001,30,420035612001
1002,1500000US420035612002,42,3,561200,2,40.445344,-79.88342,568,245,107,138,0,0,1,1002,30,420035612002
1003,1500000US420035614001,42,3,561400,1,40.450732,-79.855975,694,347,0,347,0,0,1,1003,16,420035614001
1004,1500000US420035614002,42,3,561400,2,40.453349,-79.860332,809,533,77,456,0,0,1,1004,30,420035614002
1005,1500000US420035614003,42,3,561400,3,40.448762,-79.8668,1342,845,305,540,0,0,1,1005,34,420035614003
1006,1500000US420035614004,42,3,561400,4,40.445578,-79.864396,1453,901,233,668,0,0,1,1006,30,420035614004
1007,1500000US420035615001,42,3,561500,1,40.440677,-79.867026,1349,812,129,683,0,0,1,1007,30,420035615001
1008,1500000US420035615002,42,3,561500,2,40.437176,-79.868587,805,506,101,405,0,0,1,1008,30,420035615002
1009,1500000US420035615003,42,3,561500,3,40.443476,-79.873494,713,465,168,297,0,0,1,1009,30,420035615003
1010,1500000US420035616001,42,3,561600,1,40.416766,-79.961455,307,183,159,24,0,0,1,1010,5,420035616001
1011,1500000US420035616002,42,3,561600,2,40.415038,-79.967322,729,297,58,239,0,0,1,1011,30,420035616002
1012,1500000US420035616003,42,3,561600,3,40.416311,-79.978027,813,281,41,240,0,0,1,1012,30,420035616003
1013,1500000US420035616004,42,3,561600,4,40.415489,-79.973223,350,145,19,126,0,0,1,1013,30,420035616004
1014,1500000US420035617001,42,3,561700,1,40.410741,-79.973379,226,76,20,56,0,0,1,1014,5,420035617001
